Date,USDVND_RET,EURVND_RET,JPYVND_RET,CNYVND_RET
2010-01-04,0,0,0,0
2010-01-05,1.2902882012132895,0.9489307700317956,2.336351749300178,1.311230590090963
2010-01-06,0.7962624866089536,0.6098871123431183,-0.09467671340240479,0.7173632426931518
2010-01-07,-0.796664544046073,-1.6946118412361533,-2.4249590531653813,-0.8882832392628945
2010-01-08,-0.4039702418288893,0.20820159845097008,0.1491896976048254,-0.3935259989556852
2010-01-11,-0.28634341233401783,0.7183721348406917,0.6205952603673295,-0.23707878384548087
2010-01-12,-0.18708759107349807,-0.028816366297757228,1.2777425084335712,-0.14104216000626754
2010-01-13,-0.08767849059313704,0.34483861927641885,0.018975838185884327,-0.05198015315246179
2010-01-14,-0.02102286203388437,-0.026234959564396587,0.22029736025348373,0.001827349060204511
2010-01-15,-0.062387426283186824,-0.811566733126593,0.5838613473176175,-0.04845224280252026
2010-01-18,-0.01643820687264151,-0.11861886035635355,0.2444474034711112,-0.0013790868902840185
2010-01-19,-0.07607063955419088,-0.9788988946997629,-0.5367116716194329,-0.06669678330497147
2010-01-20,0.02459945331690218,-1.4324852159110724,-0.07979812005683393,0.027925091195981893
2010-01-21,-0.07278832790226271,-0.6237492792972157,0.7684750446179663,-0.07865356773477472
2010-01-22,-0.02832781269305521,0.13635300824444394,0.8910780561211041,-0.015912109356670274
2010-01-25,0.13636860491915517,0.2594803911531118,-0.2537424208941003,0.14664810106195356
2010-01-26,-0.02037349442849395,-0.5043613309378652,0.6925377324833709,-0.020382245648406176
2010-01-27,-0.09500173557815283,-0.6033147822470597,-0.23379354750891604,-0.09938342530615779
2010-01-28,-0.08600087987128709,-0.6627392429241523,0.09467400096401907,-0.07995257834083079
2010-01-29,0.01852769694596274,-0.8591905134407067,-0.44700166896884574,0.028106818703571193
2010-02-01,1.20261485330115,1.358702688761531,0.5175014025367614,1.2049864079739732
2010-02-02,0.7133862497286064,0.744402935319534,0.4925327261848661,0.6559497191015102
2010-02-03,0.6292758449685447,-0.12009721849224234,-0.11875428370309613,0.5180025636018943
2010-02-04,0.30611900092770444,-1.2477002011913843,1.4701710076803862,0.19966711777874968
2010-02-05,0.18850270094535557,-0.8574683785880758,0.6480279552429762,0.08485826660596389
2010-02-08,0.06178783260532457,-0.5043385367935708,0.13758224839842198,0.01375479464319359
2010-02-09,0.010892396237608362,0.7461904550254471,-0.5987490692883972,-0.013823896466279122
2010-02-10,-0.020455495223053666,-0.006545044090080443,-0.3847486022507809,-0.06986389207140956
2010-02-11,-0.03976635607228618,-0.5504492841515017,-0.007559056675291803,-0.13544673506929822
2010-02-12,-0.024487423204414566,-0.5124091694880908,-0.15800071695649895,-0.06909191017641625
2010-02-15,1.0767647956729405,0.6997355850593218,0.9339442449498111,1.0558250514252732
2010-02-16,-0.4016206611147445,0.3496861165583208,-1.0033514383027982,-0.4918298445092856
2010-02-17,-0.24731094492235564,-1.0624860583419424,-1.1862458762584156,-0.2668449712394025
