Date,CNYMYR
2010-01-01,
2010-01-04,0.48913729817449897
2010-01-05,0.4977849490269675
2010-01-06,0.4955634344221429
2010-01-07,0.49383964694831006
2010-01-08,0.49321597299188785
2010-01-11,0.4898995028903683
2010-01-12,0.49172610634183783
2010-01-13,0.4893645127899212
2010-01-14,0.4886606905220482
2010-01-15,0.48902742915379765
2010-01-18,0.48929116990883936
2010-01-19,0.4889684192619041
2010-01-20,0.4925703896659097
2010-01-21,0.4940522472307362
2010-01-22,0.4985037371596887
2010-01-25,0.4912937292228811
2010-01-26,0.5015403856584817
2010-01-27,0.5038726844071729
2010-01-28,0.5009021707006993
2010-01-29,0.5003887430640928
2010-02-01,0.499721291230554
2010-02-02,0.5010564934130353
2010-02-03,0.49862843472771373
2010-02-04,0.5021930844654914
2010-02-05,0.5021045592653302
2010-02-08,0.5061757302683879
2010-02-09,0.503594186568226
2010-02-10,0.5019651090008943
2010-02-11,0.5006448041884636
2010-02-12,0.5005202336253942
2010-02-15,0.5016560786324975
2010-02-16,0.5007913858753362
2010-02-17,0.497757710902117
2010-02-18,0.5014948593985886
2010-02-19,0.4969277704032302
2010-02-22,0.4980419176631868
2010-02-23,0.4992813383946431
2010-02-24,0.4995452664800681
2010-02-25,0.4970588080994259
2010-02-26,0.4998019678145585
2010-03-01,0.4948946581213173
2010-03-02,0.485016507273314
2010-03-03,0.49479892861175523
2010-03-04,0.4935891821773172
2010-03-05,0.491894642949956
2010-03-08,0.48863138220873464
2010-03-09,0.48902807305860957
2010-03-10,0.4873607828745219
2010-03-11,0.4860186082765339
2010-03-12,0.4843882954719571
2010-03-15,0.48606975264016017
2010-03-16,0.48512325429048503
2010-03-17,0.4843186184382866
2010-03-18,0.48444444257929486
2010-03-19,0.484823581448842
2010-03-22,0.4868706799574087
2010-03-23,0.4882932998382842
2010-03-24,0.48706927816922957
2010-03-25,0.48763457601682686
2010-03-26,0.4839812230939716
2010-03-29,0.4784279923915349
2010-03-30,0.4787341516585728
2010-03-31,0.47827875487145705
2010-04-01,0.47717269089453274
2010-04-02,0.46914794214799316
2010-04-05,0.4805469062772669
2010-04-06,0.47015846580442344
2010-04-07,0.4708894537369175
2010-04-08,0.46879908605100673
2010-04-09,0.466096228952388
2010-04-12,0.47048813143548984
2010-04-13,0.47135458240354017
2010-04-14,0.4695638261091489
2010-04-15,0.46750195837081177
2010-04-16,0.46717329404148394
2010-04-19,0.4705105669521067
2010-04-20,0.47032673479698933
2010-04-21,0.46858635630621354
2010-04-22,0.46986679353596184
2010-04-23,0.4668817772528388
2010-04-26,0.4639755935687691
2010-04-27,0.46929553649462913
2010-04-28,0.4685839881652027
2010-04-29,0.46717919535428337
2010-04-30,0.4670921496205311
2010-05-03,0.46962582312133333
2010-05-04,0.4737467433126286
2010-05-05,0.47603818278536103
2010-05-06,0.48047470506508666
2010-05-07,0.4778526117952849
2010-05-10,0.4721122027252595
2010-05-11,0.4736054679361156
2010-05-12,0.4702094618634824
2010-05-13,0.460161966290292
2010-05-14,0.4691488464228398
2010-05-17,0.4609619077906857
2010-05-18,0.477732152094058
2010-05-19,0.4594499226219378
2010-05-20,0.4757183312861021
2010-05-21,0.48614350921736177
2010-05-24,0.4787494656279965
2010-05-25,0.4903757368858248
2010-05-26,0.4879290188218499
2010-05-27,0.48336631448321665
2010-05-28,0.4860783309699937
2010-05-31,0.4774497377084401
2010-06-01,0.48640523186616
2010-06-02,0.48097869720061154
2010-06-03,0.4792081874476187
2010-06-04,0.4811034381479526
2010-06-07,0.489531723485345
2010-06-08,0.48834960152509577
2010-06-09,0.48835639633564293
2010-06-10,0.4837588594507579
2010-06-11,0.47945706417657996
2010-06-14,0.4778772796835556
2010-06-15,0.47887385559394574
2010-06-16,0.4774082904521382
2010-06-17,0.4781429188463636
2010-06-18,0.47509752167904074
2010-06-21,0.4719247020075062
2010-06-22,0.47192002595474686
2010-06-23,0.4724722314779288
2010-06-24,0.47748490899193
2010-06-25,0.4770133577964726
2010-06-28,0.4763785989024332
2010-06-29,0.47890706732506577
2010-06-30,0.479991146263183
2010-07-01,0.47639934207598184
2010-07-02,0.47670669246901803
2010-07-05,0.4734275187279306
2010-07-06,0.47390886307882485
2010-07-07,0.4739509388964334
2010-07-08,0.47178371739575986
2010-07-09,0.4719240433207092
2010-07-12,0.4727805020946999
2010-07-13,0.47324136373889747
2010-07-14,0.46265763930394227
2010-07-15,0.4717020002844601
2010-07-16,0.47313958007933515
2010-07-19,0.47772196949172074
2010-07-20,0.47474330506454826
2010-07-21,0.4765605488801953
2010-07-22,0.47329384924361695
2010-07-23,0.47018244419289873
2010-07-26,0.4713277142583441
2010-07-27,0.4697677028858385
2010-07-28,0.47165463330889607
2010-07-29,0.4706812450445438
2010-07-30,0.4707916806254001
2010-08-02,0.46695151794774553
2010-08-03,0.46700770072586945
2010-08-04,0.468190470067095
2010-08-05,0.46554782793729893
2010-08-06,0.4652370084880048
2010-08-09,0.4649394186852324
2010-08-10,0.46371107147369545
2010-08-11,0.47066390355409726
2010-08-12,0.4717240437048676
2010-08-13,0.46783671768681745
2010-08-16,0.46921603569828224
2010-08-17,0.464476539591501
2010-08-18,0.4640756145070761
2010-08-19,0.46243360236184894
2010-08-20,0.4621828760467472
2010-08-23,0.46243806770682727
2010-08-24,0.463976427249467
2010-08-25,0.46281806269176606
2010-08-26,0.4623757270194978
2010-08-27,0.4630496860902908
2010-08-30,0.4632144865205696
2010-08-31,0.4638688098051301
2010-09-01,0.4596252436419199
2010-09-02,0.45932156734423035
2010-09-03,0.4575485476147793
2010-09-06,0.4588344447226398
2010-09-07,0.46234323283493517
2010-09-08,0.4575658795230742
2010-09-09,0.4576303678961066
2010-09-10,0.4584957423795151
2010-09-13,0.45889418441493113
2010-09-14,0.4596056120081268
2010-09-15,0.461950717011307
2010-09-16,0.4627832821645963
2010-09-17,0.4618065470676166
2010-09-20,0.46180532089198345
2010-09-21,0.45794919911162246
2010-09-22,0.46088371701562475
2010-09-23,0.46296686893424327
2010-09-24,0.46118912962256564
2010-09-27,0.4625784325562825
2010-09-28,0.46271492833599226
2010-09-29,0.46167430942690685
2010-09-30,0.46112842558915634
2010-10-01,0.46056470286384116
2010-10-04,0.46281437435643935
2010-10-05,0.46305389937522196
2010-10-06,0.462859309835302
2010-10-07,0.46197134752279173
2010-10-08,0.46565869380165215
2010-10-11,0.4585859924829795
2010-10-12,0.46388346956144083
2010-10-13,0.4635906634507855
2010-10-14,0.4624999749259312
2010-10-15,0.4644910502418136
2010-10-18,0.4678781393786879
2010-10-19,0.47136051755037006
2010-10-20,0.4697042820544978
2010-10-21,0.4692568391897308
2010-10-22,0.46779539241776646
2010-10-25,0.46620544918216944
2010-10-26,0.4659456849472174
2010-10-27,0.46712770123778363
2010-10-28,0.4658739781218591
2010-10-29,0.46439005159040353
2010-11-01,0.4628492679958478
2010-11-02,0.4618803191453306
2010-11-03,0.4590168957347937
2010-11-04,0.4615315220313611
2010-11-05,0.46352388852204635
2010-11-08,0.4667308543512843
2010-11-09,0.46709739881005136
2010-11-10,0.4637069313654974
2010-11-11,0.46762776223831093
2010-11-12,0.47020409207751074
2010-11-15,0.4747141131697254
2010-11-16,0.4725090953896444
2010-11-17,0.47195112100788683
2010-11-18,0.4686204580851551
2010-11-19,0.46864148209571344
2010-11-22,0.4681050391430226
2010-11-23,0.47143524442299384
2010-11-24,0.47255924185604165
2010-11-25,0.47052979162847924
2010-11-26,0.47423750763158484
2010-11-29,0.4727395677010648
2010-11-30,0.4774377973241623
2010-12-01,0.47394511305139597
2010-12-02,0.4740125116356807
2010-12-03,0.47121617098318297
2010-12-06,0.47187110051966674
2010-12-07,0.4760470142185542
2010-12-08,0.4731527689710142
2010-12-09,0.4706298117535238
2010-12-10,0.4715274755437074
2010-12-13,0.47163509965784334
2010-12-14,0.47067480937510364
2010-12-15,0.47468773265545194
2010-12-16,0.4704288843481521
2010-12-17,0.46926080355656324
2010-12-20,0.47300632415513866
2010-12-21,0.471371956369487
2010-12-22,0.46969995155245514
2010-12-23,0.4683845690153148
2010-12-24,0.4571148991159816
2010-12-27,0.4643465164772656
2010-12-28,0.46815356426497673
2010-12-29,0.46505441752569665
2010-12-30,0.4648387764862256
2010-12-31,0.4570655102310429
2011-01-03,0.4649402141426824
2011-01-04,0.4649392068850069
2011-01-05,0.46510534364078354
2011-01-06,0.46827823976148497
2011-01-07,0.46458097641318996
2011-01-10,0.46431431319270644
2011-01-11,0.45359192741884935
2011-01-12,0.460741297812212
2011-01-13,0.46317976518977455
2011-01-14,0.46177057348495554
2011-01-17,0.4649653468267121
2011-01-18,0.4645846306085658
2011-01-19,0.46532106038206156
2011-01-20,0.456433427541929
2011-01-21,0.4532129192517762
2011-01-24,0.4647681918212009
2011-01-25,0.4626316137720645
2011-01-26,0.45491891497380865
2011-01-27,0.4629032373919852
2011-01-28,0.4642949678910003
2011-01-31,0.4654697359138427
2011-02-01,0.46266754338915905
2011-02-02,0.46043919884286894
2011-02-03,0.4653126729385722
2011-02-04,0.4641215448693677
2011-02-07,0.45317249439314944
2011-02-08,0.46457894374520714
2011-02-09,0.46270914040273486
2011-02-10,0.46349654484741676
2011-02-11,0.46294015416320283
2011-02-14,0.4634639242527688
2011-02-15,0.4630616836979445
2011-02-16,0.4612544626956464
2011-02-17,0.4621499900988118
2011-02-18,0.46060818154702493
2011-02-21,0.46145764087359215
2011-02-22,0.4628729354216697
2011-02-23,0.4631298665937486
