Date,USDVND_RET,EURVND_RET,JPYVND_RET,CNYVND_RET
2010-01-05,0,0,0,0
2010-01-06,0,0,0,0
2010-01-07,0,0,0,0
2010-01-08,0,0,0,0
2010-01-09,0,0,0,0
2010-01-10,0,0,0,0
2010-01-11,0.7434627432743475,1.4577113043717431,1.2794613899692342,0.7561170953899911
2010-01-12,0.27227302535845216,-0.3628178139762864,1.1436772010980218,0.13606079515352673
2010-01-13,-0.3106250111485894,-0.14665216089155864,-0.5003543645975805,-0.3000018549542302
2010-01-14,0.11025636993571025,-0.06914113793007687,0.11440253551167091,0.044709458558350935
2010-01-15,0.07847789238564,-0.8023422840053344,0.5556218980591134,0.03007385197006192
2010-01-16,-0.3439086872678118,0.1383698010357294,0.0471332792430499,-0.22642645370145426
2010-01-17,-0.29461108491601146,-0.28532240595321473,-0.36263631109299327,-0.31606250289707144
2010-01-18,0.12973636819679002,0.23236529338887307,0.12277833441139625,0.1317604649479144
2010-01-19,-0.28964771647486054,-1.1655653419464556,-0.7964750492203756,-0.28441071788108874
2010-01-20,-0.4099986980145164,-1.4770534552752301,-0.40226310751385985,-0.4025406807262868
2010-01-21,-0.3962306323708874,0.18370084335342954,0.9592459229320024,-0.20519911242867978
2010-01-22,-0.24510545884984433,-0.031701909905609005,0.44720664624210055,-0.21375187314622618
2010-01-23,0.12448291047799874,0.04456485220834298,0.18025945031547477,0.14211255631689226
2010-01-24,-0.15151865900628383,-0.16044763298174555,-0.1754005375126352,-0.15623979327236998
2010-01-25,-0.10601907375486233,-0.03537913797825498,-0.7363964055077079,-0.14298364955996756
2010-01-26,-0.2537069471298816,-0.7724833609418038,0.5548192662404728,-0.29851184305954814
2010-01-27,-0.4366933134957703,-0.6263066976227767,-0.6572779038156948,-0.42383040357003865
2010-01-28,-0.08510570622468165,-0.3331901368315415,0.21960640624320524,-0.023595758930370293
2010-01-29,0.0350400668216617,-0.5213870105795576,-0.46053205629655625,0.08079775590624012
2010-01-30,-0.244990913185123,0.24930685252334764,-0.031469656112651526,-0.12688877149832875
2010-01-31,-0.3383896172158623,-0.34845401155780403,-0.33118086469108743,-0.3249947378095351
2010-02-01,1.021011323309448,1.440908367674639,0.4723865096032944,1.010961826393622
2010-02-02,-0.17621042025614064,0.07236990501591362,-0.03204052371911614,-0.2266348301105063
2010-02-03,0.17782169813085089,-0.5270616004150728,-0.40589974029015635,0.05680116708758348
2010-02-04,0.7090574651700154,-0.09165439203360592,2.5091651953446013,0.755270608985974
2010-02-05,-0.14910886727050338,-0.357409862745831,0.5788149113356033,0.004947190702956374
2010-02-06,0.23298633968267807,0.676505081040411,0.4495154897022157,0.31804040532291067
2010-02-07,0.5045335852739211,0.4865272813725362,0.43680248057378696,0.5350273220359812
2010-02-08,-0.4318158236876367,-0.6496258571471935,-0.4108028777024933,-0.3945185510511153
2010-02-09,-0.7224148364760083,0.07675708425913919,-1.4027983882501602,-0.7785207596609212
2010-02-10,-0.09520680224049105,-0.5818563809077882,-0.576002784148716,-0.26896986426752256
2010-02-11,2.6291553812724314e-4,-0.3569461341660007,0.2503369800121269,-0.07480038042370327
2010-02-12,-0.3932280964112293,-0.7779569222359455,-0.641523665851513,-0.4469741277447892
2010-02-13,0.09006981755675025,0.4016518734619742,0.1991994963384933,0.1155814595880225
2010-02-14,0.3144177188218691,0.30857851818915305,0.2783651905288133,0.3393926112168866
2010-02-15,0.9886933995620081,0.7431009576966294,0.88485550225502,1.0037305032006167
2010-02-16,-1.2808405199500446,-0.10000145726328716,-1.4945449090570093,-1.2803308565484266
2010-02-17,0.1262638416611684,-1.443737859991922,-1.1937682785738513,-0.06635538999868655
2010-02-18,1.3337940614865902,0.85805827358588,0.6197432931860616,1.4396480435132684
2010-02-19,-1.3500571506535362,-0.27867412153299376,-0.9436545792410842,-1.2028749850790645
2010-02-20,0.21878378255944406,0.5875953615429405,0.31952966826647355,0.19707298813386526
2010-02-21,1.0680994877385326,1.0513110141523416,1.1026298081655233,1.1027743201842395
2010-02-22,-0.4873930146168316,-0.5437728613717403,-0.20072111989550812,-0.4682657541753388
2010-02-23,0.09034232557416551,-0.6354945078667688,1.2987540174176693,0.03787267564300026
2010-02-24,1.7394525032705814,2.0757480201959444,1.8973901682769843,1.8245561967109025
2010-02-25,-1.4167019469940283,-1.461367444155967,-0.35513688633063106,-1.4088136138348142
2010-02-26,1.5077162097095547,2.1243514854002514,1.844581096977006,1.4672714528899666
2010-02-27,0.7543830452816075,0.40437332578661883,0.5585904382070089,0.6411083554164123
2010-02-28,-1.0667241155660092,-1.0495470327354526,-1.0690089091191668,-1.1190253354689224
2010-03-01,1.9629343145425575,1.4677299040150973,1.70078573636259,1.9401996177550367
2010-03-02,0.33469660694548214,1.0299333717138266,0.9283958686227191,0.3462298885091747
2010-03-03,-0.656281009521157,-0.11701986982190637,-0.6309460865683107,-0.7157905020419275
2010-03-04,1.2902788040931463,-0.045234818135140964,0.3523213631913812,1.1753609412835555
2010-03-05,0.100779977954265,0.9283769820924839,-0.81838255437972,0.21788829979665664
2010-03-06,-0.1089505964910967,-0.14347737729211965,-0.2576755085292318,-0.13474478855737618
2010-03-07,0.36174737192320494,0.36136374591183495,0.4259776868614982,0.3566674728268613
2010-03-08,-0.16932090244251824,-0.25738657553066585,-0.23565311027225225,-0.15983246604552673
2010-03-09,0.1185230096205637,0.03339657056991161,0.4420878100037235,0.10661977823449569
2010-03-10,0.6066216307131845,1.023099283302051,0.17390375488102366,0.6425025145905787
2010-03-11,0.17832497132590755,0.3619528500818495,-0.01941742869688426,0.19381702957769872
